"","V1"
"V1_1",0
"V1_2",0
"V1_3",0
"V1_4",0
"V1_5",0
"V1_6",0
"V1_7",0
"V1_8",0
"V1_9",0
"V1_10",0
"V1_11",0
"V1_12",0
"V1_13",0
"V1_14",0
"V1_15",0
"V1_16",0
"V1_17",0
"V1_18",0
"V1_19",0
"V1_20",0
"V1_21",0
"V1_22",0
"V1_23",0
"V1_24",0
"V1_25",0
"V1_26",0
"V1_27",0
"V1_28",0
"V1_29",0
"V1_30",0
"V1_31",0
"V1_32",0
"V1_33",0
"V1_34",0
"V1_35",0
"V1_36",0
"V1_37",0
"V1_38",0
"V1_39",0
"V1_40",0
"V1_41",0
"V1_42",0
"V1_43",0
"V1_44",0
"V1_45",0
"V1_46",0
"V1_47",0
"V1_48",0
"V1_49",0
"V1_50",0
"V1_51",0
"V1_52",0
"V1_53",0
"V1_54",0
"V1_55",0
"V1_56",0
"V1_57",0
"V1_58",0
"V1_59",0
"V1_60",0
"V1_61",0
"V1_62",0
"V1_63",0
"V1_64",0
"V1_65",0
"V1_66",0
"V1_67",0
"V1_68",0
"V1_69",0
"V1_70",0
"V1_71",0.171594913299246
"V1_72",0.201482584963388
"V1_73",0
"V1_74",0
"V1_75",0
"V1_76",0
"V1_77",0
"V1_78",0
"V1_79",0
"V1_80",0
"V1_81",0
"V1_82",0
"V1_83",0
"V1_84",0
"V1_85",0
"V1_86",0
"V1_87",0
"V1_88",0
"V1_89",0
"V1_90",0
"V1_91",0
"V1_92",0
"V1_93",0
"V1_94",0
"V1_95",0
"V1_96",0
"V1_97",0
"V1_98",0
"V1_99",0
"V1_100",0
"V1_101",0
"V1_102",0
"V1_103",0
"V1_104",0
"V1_105",0
"V1_106",0
"V1_107",0
"V1_108",0
"V1_109",0
"V1_110",0
"V1_111",0
"V1_112",0
"V1_113",0
"V1_114",0
"V1_115",0
"V1_116",0
"V1_117",0
"V1_118",0
"V1_119",0
"V1_120",0.126704474545333
"V1_121",0
"V1_122",0
"V1_123",0
"V1_124",0
"V1_125",0
"V1_126",0
"V1_127",0
"V1_128",0
"V1_129",0
"V1_130",0
"V1_131",0
"V1_132",0
"V1_133",0
"V1_134",0
"V1_135",0
"V1_136",0
"V1_137",0
"V1_138",0
"V1_139",0
"V1_140",0
"V1_141",0
"V1_142",0
"V1_143",0
"V1_144",0
"V1_145",0
"V1_146",0
"V1_147",0
"V1_148",0
"V1_149",-0.0434172439815543
"V1_150",0
"V1_151",0
"V1_152",0.0432003757670806
"V1_153",0
"V1_154",0
"V1_155",0
"V1_156",0
"V1_157",0
"V1_158",0
"V1_159",0
"V1_160",0
"V1_161",0
"V1_162",0
"V1_163",0
"V1_164",0
"V1_165",0
"V1_166",0
"V1_167",0
"V1_168",0
"V1_169",0
"V1_170",0
"V1_171",0
"V1_172",0
"V1_173",0
"V1_174",0
"V1_175",0
"V1_176",0
"V1_177",0
"V1_178",0
"V1_179",0
"V1_180",0
"V1_181",0
"V1_182",0
"V1_183",0
"V1_184",0
"V1_185",0
"V1_186",0
"V1_187",0
"V1_188",0
"V1_189",0
"V1_190",0
"V1_191",0
"V1_192",0
"V1_193",0
"V1_194",0
"V1_195",0
"V1_196",0
"V1_197",-0.127607422033893
"V1_198",0
"V1_199",0
"V1_200",0
"V1_201",0
"V1_202",0
"V1_203",0
"V1_204",0
"V1_205",0
"V1_206",0
"V1_207",0
"V1_208",0
"V1_209",0
"V1_210",0
"V1_211",0
"V1_212",0
"V1_213",0
"V1_214",0
"V1_215",0
"V1_216",0
"V1_217",0
"V1_218",0
"V1_219",0
"V1_220",0
"V1_221",0
"V1_222",0
"V1_223",0
"V1_224",0
"V1_225",0
"V1_226",0
"V1_227",0
"V1_228",0
"V1_229",0
"V1_230",0
"V1_231",0
"V1_232",0
"V1_233",0
"V1_234",0
"V1_235",0
"V1_236",0
"V1_237",0
"V1_238",0
"V1_239",0
"V1_240",0
"V1_241",0
"V1_242",0
"V1_243",0
"V1_244",0
"V1_245",0
"V1_246",0
"V1_247",0
"V1_248",0
"V1_249",0
"V1_250",0
"V1_251",0
"V1_252",0
"V1_253",0
"V1_254",0
"V1_255",0
"V1_256",0
"V1_257",0
"V1_258",0
"V1_259",0
"V1_260",0
"V1_261",0
"V1_262",0
"V1_263",0
"V1_264",0
"V1_265",0
"V1_266",0
"V1_267",0
"V1_268",0
"V1_269",0
"V1_270",0
"V1_271",0
"V1_272",0
"V1_273",0
"V1_274",0
"V1_275",0
"V1_276",0
"V1_277",0
"V1_278",0
"V1_279",0
"V1_280",0
"V1_281",0
"V1_282",0
"V1_283",0
"V1_284",0
"V1_285",0
"V1_286",0
"V1_287",0
"V1_288",0
"V1_289",0
"V1_290",0
"V1_291",0
"V1_292",0
"V1_293",0
"V1_294",0
"V1_295",0
"V1_296",0
