"","V1"
"V3_1",0
"V3_2",0
"V3_3",0
"V3_4",0
"V3_5",0
"V3_6",0
"V3_7",0
"V3_8",0
"V3_9",0
"V3_10",0
"V3_11",0
"V3_12",0
"V3_13",0
"V3_14",0
"V3_15",0
"V3_16",0
"V3_17",0
"V3_18",0
"V3_19",0
"V3_20",0
"V3_21",0
"V3_22",0
"V3_23",0
"V3_24",0
"V3_25",0
"V3_26",0
"V3_27",0
"V3_28",0
"V3_29",0
"V3_30",0
"V3_31",0
"V3_32",0
"V3_33",0
"V3_34",0
"V3_35",0
"V3_36",0
"V3_37",0
"V3_38",0
"V3_39",0
"V3_40",0
"V3_41",0
"V3_42",0
"V3_43",0
"V3_44",0
"V3_45",0
"V3_46",0
"V3_47",0
"V3_48",0
"V3_49",0
"V3_50",0
"V3_51",0
"V3_52",0
"V3_53",0
"V3_54",0
"V3_55",0
"V3_56",0
"V3_57",0
"V3_58",0
"V3_59",0
"V3_60",0
"V3_61",0
"V3_62",0
"V3_63",0
"V3_64",0
"V3_65",0
"V3_66",0
"V3_67",0
"V3_68",0
"V3_69",0
"V3_70",0
"V3_71",0
"V3_72",0
"V3_73",-0.259575497310147
"V3_74",0
"V3_75",0
"V3_76",0
"V3_77",0
"V3_78",0
"V3_79",0
"V3_80",0
"V3_81",0
"V3_82",0
"V3_83",0
"V3_84",0
"V3_85",0
"V3_86",0
"V3_87",0
"V3_88",0
"V3_89",0
"V3_90",0
"V3_91",0
"V3_92",0
"V3_93",0
"V3_94",0
"V3_95",0
"V3_96",0
"V3_97",0
"V3_98",0
"V3_99",0
"V3_100",0
"V3_101",0
"V3_102",0
"V3_103",0
"V3_104",0
"V3_105",0
"V3_106",0
"V3_107",0
"V3_108",0
"V3_109",0
"V3_110",0
"V3_111",0
"V3_112",0
"V3_113",0
"V3_114",0
"V3_115",-0.0935281019298808
"V3_116",0
"V3_117",0
"V3_118",0.821643694619424
"V3_119",0
"V3_120",0
"V3_121",0
"V3_122",0
"V3_123",0
"V3_124",0
"V3_125",0
"V3_126",0
"V3_127",0
"V3_128",0
"V3_129",0
"V3_130",0
"V3_131",0
"V3_132",0
"V3_133",0
"V3_134",0
"V3_135",0
"V3_136",0
"V3_137",0
"V3_138",0
"V3_139",0
"V3_140",0
"V3_141",0
"V3_142",0
"V3_143",0
"V3_144",0
"V3_145",0
"V3_146",0
"V3_147",0
"V3_148",0
"V3_149",0
"V3_150",0
"V3_151",0
"V3_152",0
"V3_153",0
"V3_154",0
"V3_155",0
"V3_156",0
"V3_157",0
"V3_158",0
"V3_159",0
"V3_160",0
"V3_161",0
"V3_162",0
"V3_163",0
"V3_164",0
"V3_165",0
"V3_166",0
"V3_167",0
"V3_168",0
"V3_169",0
"V3_170",0
"V3_171",0
"V3_172",0
"V3_173",0
"V3_174",0
"V3_175",0
"V3_176",0
"V3_177",0
"V3_178",0
"V3_179",0
"V3_180",0
"V3_181",0
"V3_182",0
"V3_183",0
"V3_184",0
"V3_185",0
"V3_186",0
"V3_187",0
"V3_188",0
"V3_189",0
"V3_190",0
"V3_191",0
"V3_192",0
"V3_193",0
"V3_194",0
"V3_195",0
"V3_196",0
"V3_197",0
"V3_198",0
"V3_199",0
"V3_200",0
"V3_201",0
"V3_202",0
"V3_203",0
"V3_204",0
"V3_205",0
"V3_206",0
"V3_207",0
"V3_208",0
"V3_209",0
"V3_210",0
"V3_211",0
"V3_212",0
"V3_213",0
"V3_214",0
"V3_215",0
"V3_216",0
"V3_217",0
"V3_218",0
"V3_219",0
"V3_220",0
"V3_221",0
"V3_222",0
"V3_223",0
"V3_224",0
"V3_225",0
"V3_226",0
"V3_227",0
"V3_228",0
"V3_229",0
"V3_230",0
"V3_231",0
"V3_232",0
"V3_233",0
"V3_234",0
"V3_235",0
"V3_236",0
"V3_237",0
"V3_238",0
"V3_239",0
"V3_240",0
"V3_241",0
"V3_242",0
"V3_243",0
"V3_244",0
"V3_245",0
"V3_246",0
"V3_247",0
"V3_248",0
"V3_249",0
"V3_250",0
"V3_251",0
"V3_252",0
"V3_253",0
"V3_254",0
"V3_255",0
"V3_256",0
"V3_257",0
"V3_258",0
"V3_259",0
"V3_260",0
"V3_261",0
"V3_262",0
"V3_263",0
"V3_264",0
"V3_265",0
"V3_266",0
"V3_267",0
"V3_268",0
"V3_269",0
"V3_270",0
"V3_271",0
"V3_272",0
"V3_273",0
"V3_274",0
"V3_275",0
"V3_276",0.0495227623463347
"V3_277",0
"V3_278",0
"V3_279",0
"V3_280",0
"V3_281",0
"V3_282",0
"V3_283",0
"V3_284",0
"V3_285",0
"V3_286",0
"V3_287",0
"V3_288",0
"V3_289",0
"V3_290",0
"V3_291",0
"V3_292",0
"V3_293",0
"V3_294",0
"V3_295",0
"V3_296",0
"V3_297",0
"V3_298",0
"V3_299",0
"V3_300",0
"V3_301",0
"V3_302",0
"V3_303",0
"V3_304",0
"V3_305",0
"V3_306",0
"V3_307",0
"V3_308",0
"V3_309",0
"V3_310",0
"V3_311",0
"V3_312",0
"V3_313",0
"V3_314",0
"V3_315",0
"V3_316",-0.136514165440568
"V3_317",0
"V3_318",0
"V3_319",0
"V3_320",0
"V3_321",0
"V3_322",0
"V3_323",0
"V3_324",0
"V3_325",0
"V3_326",0
"V3_327",0
"V3_328",0
"V3_329",0
"V3_330",0
"V3_331",0
"V3_332",0
"V3_333",0
"V3_334",0
"V3_335",0
"V3_336",0
"V3_337",0
"V3_338",0
"V3_339",-0.0613890899205405
"V3_340",0
"V3_341",0
"V3_342",0
"V3_343",0
"V3_344",0
"V3_345",0
"V3_346",0
"V3_347",0
"V3_348",0
"V3_349",0
"V3_350",0
"V3_351",0
"V3_352",0
"V3_353",0
"V3_354",0
"V3_355",0
"V3_356",0
"V3_357",0
"V3_358",0
"V3_359",0
"V3_360",0
"V3_361",0
"V3_362",0
"V3_363",0
"V3_364",0
"V3_365",0
"V3_366",0
"V3_367",0
"V3_368",-0.35171304172169
"V3_369",0
"V3_370",0
"V3_371",0
"V3_372",0
"V3_373",0
"V3_374",0
"V3_375",0
"V3_376",0
"V3_377",0
"V3_378",0
"V3_379",0
"V3_380",0
"V3_381",0
"V3_382",0
"V3_383",0
"V3_384",0
"V3_385",0
"V3_386",0
"V3_387",0
"V3_388",0
"V3_389",0
"V3_390",0
"V3_391",0
"V3_392",0
"V3_393",0
"V3_394",0
"V3_395",0
"V3_396",0
"V3_397",0
"V3_398",0
"V3_399",0
"V3_400",0
"V3_401",0
"V3_402",0
"V3_403",0
"V3_404",0
"V3_405",0
"V3_406",0
"V3_407",0
"V3_408",0
"V3_409",0
"V3_410",0
"V3_411",0
"V3_412",0
"V3_413",0
"V3_414",0
"V3_415",0
"V3_416",0
"V3_417",0
"V3_418",0
"V3_419",0
"V3_420",0
"V3_421",0
"V3_422",0
"V3_423",0
"V3_424",0
"V3_425",0
"V3_426",-0.316568142748106
"V3_427",0
"V3_428",0
"V3_429",0
"V3_430",0
"V3_431",0
"V3_432",0
"V3_433",0
"V3_434",0
"V3_435",0
"V3_436",0
"V3_437",0
