Name,Score
cg17095936,-0.303271200090972
cg23178308,-0.265165449385374
cg15583072,-0.241804427558811
cg24512973,-0.240008198013454
cg15037004,-0.238596927363488
cg10334928,-0.22350866138462
cg04457051,-0.22002645156557
cg19589427,-0.21977457861478
cg21488617,-0.217153087838698
cg14023451,-0.21035705575237
cg11435943,-0.203345705514196
cg05089968,-0.201458607966317
cg03459809,-0.196660348886159
cg01109219,-0.183220186581466
cg11928198,-0.174687166524528
cg21137417,-0.168295110936586
cg03872376,-0.149016756319359
cg03503295,-0.138793802136749
cg18752854,-0.133504945346982
cg20579480,-0.132617719235662
cg21909391,-0.130462953358898
cg05342835,-0.124924703741738
cg18085435,-0.11730097302868
cg02723533,-0.0985067833180203
cg20955688,0.0925137019538853
cg05158615,0.0894672275611725
cg17582777,-0.0875494752366587
cg24928687,-0.0866935594399674
cg07899016,-0.0861989880694457
cg17412560,-0.0760203560399931
cg25182523,-0.0754241770467042
cg17568996,0.0754158540698207
cg02671171,-0.0718125899399377
cg23391785,0.0641112721181388
cg05953243,-0.0628667388763191
cg19630689,0.0465396519317546
cg26946769,-0.041843691926949
cg26160573,-0.0381078585722214
cg14652095,0.0362806746077089
cg25995212,-0.0355147720260729
cg01965939,0.0338764430906805
cg02170525,0.0256572905086357
cg20092728,-0.0208733568320887
cg10774440,-0.0197149856194099
cg15046693,0.0176914450019769
cg24579667,-0.0118399123481127
