"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",0.0752885013024008,0.224004814689134,-0.00968645823675506,0.0160013073296889,0.055567793667283,0.201170011573243,0.210416299715919,0.387272172426272,0.121443575840989,0.393400692277268,0.0130806641427145,-0.205084316911409,0.03664910853654,-0.38279853441062,-0.229982954318496,-0.168859151319966,0.0862962528233296,-0.0366492617522195,-0.0942058241057731,-0.259388527726653,-0.0723247321949992,-0.121223708787075,0.214071859440365,-0.0681924442996969,-0.210938383689008,-0.0247624248300557,0.0258710254750028,-0.0448658785503561,0.248470166689868,-0.00931074569304268
"2",0.0826618247148015,0.106255698191268,-0.467905730737764,0.0826833589821152,0.0467587034889672,0.0348835766972428,0.13042561407054,-0.159847158909751,0.188439747423117,0.0744607747557321,0.187926995719151,0.145029231114016,0.251147901700873,0.446339571694369,0.0341982469379307,0.359723520168138,0.0665120112884287,-0.348642574682342,-0.080290758539296,-0.172918242522468,0.0172373801111846,0.0585558586108236,-0.015765250032971,0.0140469509622884,-0.0494377083884484,0.0422590987825858,0.0147678688418059,-0.132933648339915,-0.0831049010370144,-0.156045092382384
"3",0.0313485159879679,0.239585891537251,-0.169106802953439,-0.179292531692576,-0.0395089440082731,-0.0136613344430093,0.0561544628953518,-0.00559911947935688,-0.436525589975292,-0.221878049435915,0.0532764704653644,-0.495655845904053,0.0823904486761857,0.222654233902209,0.129979143170222,-0.0154707572744659,-0.0496131643620088,-0.0891255174733807,0.109377426260079,0.184459499402547,-0.00287233074167802,-0.166404504767361,-0.0762396014390487,0.0827173490614879,-0.0213000084377823,0.114374230463381,0.228378906609875,0.0689307340238069,0.210982542977516,-0.320065700548536
"4",0.298030516193488,0.105056117747154,0.00183128656127646,0.0880736651238078,-0.0240707564434637,-0.111875167659081,0.101864689554721,-0.0692092927687223,0.0197496558390909,0.013493671471357,0.0320687581017767,-0.353397338058004,-0.0298906688313548,0.0601585286310362,0.0186885561809798,-0.244887357635188,-0.0180810353716409,-0.0025763597052918,-0.0976111289985303,-0.339462040016956,0.331488667196538,0.104358851567955,-0.200331579292272,0.0340157429429081,0.352068626279146,-0.0329114968200862,0.240549944598563,-0.07153881691291,0.440607341768131,-0.0590205879613416
"5",0.412048024140718,-0.127732198354383,-0.179325303029363,-0.127267429308078,-0.350853574708712,0.0337471162382065,-0.273344254230504,-0.21886154824329,0.0107441417616516,0.0455958574358283,-0.00675101555946511,-0.0547401234967896,0.0860806764986831,0.0371827237866165,0.0149863116182331,-0.234944088230478,-0.157120785421798,0.128384244787155,-0.095479619846314,-0.201681987803704,-0.0418728285160892,0.0236000122101197,0.164816120423294,-0.0141953092102816,0.327091533055123,0.0200352123798466,-0.0575351151546685,0.031600148456943,0.135149219114351,0.445687693069456
"6",0.0116032033332475,-0.0650498583538509,-0.171183279548987,-0.104335072482362,-0.435724808172436,0.413036790331562,0.0187711204026526,-0.13964302376755,-0.185757924471259,0.175231682996303,-0.097190065385737,-0.0534340789505492,0.0859858879784184,0.03441504508527,0.00589534379200168,0.126497084493404,0.0790212432860262,-0.494249447777316,-0.0214054494945061,-0.134693394825147,0.139615667867889,-0.159550785658009,0.00884844359142865,0.0249623837793939,0.123271489190379,0.368302492282135,0.00213785823491344,-6.31420577225766e-05,-0.00582435250287117,-0.0857319810652196
"7",0.484300684476648,-0.208644925010252,-0.0475695329534624,0.052242511427531,-0.00437345893101628,-0.0405573538287114,0.0359583336533892,0.123293925488746,0.149050866122671,0.0664140325562236,0.49284274589669,-0.0388135378454635,-0.181543642968871,0.0723630234016355,0.0615427186974789,-0.000740931398894004,0.297030405993004,0.193547297195454,0.0668513681890307,0.0755812877357172,-0.216014728081689,0.0282863509959659,-0.231762644475677,0.0210181783593377,-0.00555300468694023,-0.0108841350272291,0.21278003777862,-0.0621907767563974,0.309838099801556,0.054590933061337
"8",0.444294377688796,-0.0578261906470228,0.0601712630632573,0.135871801864765,0.068865799988782,0.206482532522831,0.0489596125309605,-0.434415391204417,0.190915964204915,-0.0625720241448296,0.19141948300208,0.10035201979786,0.152843634739991,0.0120047920263083,-0.136135087056959,-0.0523849480993915,-0.00822052263332202,0.00749970367123824,-0.0655113987292115,0.506294578105261,-0.0265838108978539,-0.0662836820130443,0.00154231101865504,0.13860381823574,-0.134627689028009,-0.183829161649356,0.131296977415847,-0.222044616169821,-0.0503500054232867,0.0277174816942787
"9",0.0741986209036435,-0.00626784599164885,-0.0788948279092022,-0.00824879172971953,-0.0117030958819542,-0.137246652099208,0.0430759849816609,0.0805001635567813,-0.00815428322229662,-0.0264196134752568,-0.117544132493548,-0.0723210472381354,0.00523176824763348,0.127061230017218,-0.0723240773551485,0.318569700779281,-0.118493570909611,0.329441073541426,-0.44113119591289,-0.536221626961679,-0.0207958129027359,-0.149294768548664,-0.0226509732872064,-0.398632502726425,0.0835161132493967,-0.0339770005685573,-0.0709303411443725,0.125836645186613,0.0442854860036047,-0.0187408277666302
"10",0.106859203416889,0.0477974641485548,-0.344785929718076,-0.469055055397734,0.109218125364316,0.0171648592272842,0.0961646502625656,-0.0558220279992362,0.0233459993876439,-0.183275919752957,-0.133573575316377,0.0832708727462147,-0.211236965104136,-0.120204725447969,0.0319368416743834,-0.252162070895453,0.012066908219728,-0.23476975300515,-0.0167979827421311,-0.151253803680619,-0.0511586295442555,0.217474240130903,-0.303019092709934,0.0420675484478759,0.025866570448104,0.0234264962335623,0.012363566194693,0.0255550855271774,0.203831888113859,0.418015011035511
"11",0.118370064082021,0.47565501138099,0.130755713644667,0.0720426529992407,-0.0771572082135028,0.0852303576629799,0.0226903099244136,0.09154511875624,0.117944266827761,-0.0429908529820923,-0.0740658979931832,0.0554382083277146,-0.147139782965358,-0.00707440133964132,-0.29341181496559,0.11034374516422,-0.353792045880537,0.173732580222818,-0.0793168568252514,-0.182244562475493,0.131433597985707,-0.115241945926858,0.42258402540592,-0.164748775793611,-0.124780487703124,-0.299050234486374,0.0965193572928779,0.157846046025341,-0.0204519768622832,-0.0165644025363281
