Name,Score
cg00117172,-0.0305340148687917
cg00208967,-0.0340568482053996
cg00278366,-0.0323012852739031
cg00294382,-0.0431212829442765
cg00328227,-0.0380467730058991
cg00333226,-0.0343412705571535
cg00777121,-0.0340497070154121
cg00807586,-0.0309413003114806
cg00839584,-0.0406007946086087
cg00840403,-0.0436627675416855
cg00893242,-0.0322656675923041
cg00916635,-0.0414067987242829
cg01078276,-0.0311476651178089
cg01109219,0.0354681170045198
cg01114088,-0.030427210901332
cg01129459,-0.0363882415956858
cg01556075,-0.032083448847625
cg01657408,-0.0385702682064791
cg01724150,-0.0353032513818569
cg01777397,-0.0341732174118074
cg01830294,-0.0320386535296147
cg01965939,-0.0456855131603967
cg02085507,-0.0336011187856121
cg02149446,-0.0340117764369586
cg02170525,-0.0398575584399069
cg02516189,-0.0367483251445511
cg02553486,-0.0432312189353656
cg02671171,0.0333492177109955
cg02681442,-0.0308977834283277
cg02723533,0.0358525382752087
cg02780849,-0.0327518683961297
cg02930996,-0.0308397036498422
cg03139377,-0.0323601913144789
cg03355526,-0.0333423343736832
cg03459809,0.0381837810162486
cg03503295,0.0326761325044302
cg03521113,-0.0301428349050288
cg03565081,-0.0308801416087343
cg03630088,-0.0371295705468931
cg03664992,-0.0309496977153711
cg03665785,-0.0322739346652251
cg03679305,-0.0308030150353585
cg03872376,0.0318771095583406
cg03876618,-0.0346065420542243
cg03958979,-0.0399720979017401
cg04032226,-0.0319371264660405
cg04098585,-0.040098969661612
cg04378886,-0.0393714888012759
cg04424621,-0.0309661964559059
cg04435420,-0.0365170977592662
cg04457051,0.0367312752826107
cg04513422,-0.0343439420804589
cg04636557,-0.0381327189983122
cg04689061,-0.0330054601775308
cg04947157,-0.03714060735326
cg04981492,-0.0320801027083146
cg05056120,-0.0360460715551775
cg05089968,0.03672760371658
cg05158615,-0.0439353216388788
cg05246522,-0.0422518237127127
cg05342835,0.033492381137227
cg05396987,-0.0327180426487428
cg05483509,-0.0379319253861472
cg05535113,-0.0406810003594125
cg05656180,-0.0328877946945753
cg05681757,-0.0398824619072461
cg05698069,-0.0301019544845861
cg05861567,-0.0351509696218542
cg05953243,0.032416387796865
cg06038133,-0.0339809475898074
cg06051311,-0.0317107209989629
cg06144905,-0.039798151411207
cg06238491,-0.0446159135034141
cg06363129,-0.0429831219002254
cg06533629,-0.0304192269503772
cg06638433,-0.0363646983521706
cg06821120,-0.033046469683879
cg06980053,-0.0326690987313951
cg07027513,-0.031490084062637
cg07185695,-0.0357036920728192
cg07211259,-0.0399233941809059
cg07237939,-0.0323679613741288
cg07634191,-0.0337441143373672
cg07684796,-0.0326025958397553
cg07747970,-0.0303660860580099
cg07899016,0.031173162092741
cg07935264,-0.0426666095353146
cg08016363,-0.0397740795311465
cg08047457,-0.0344318266824174
cg08097882,-0.0376005874662586
cg08209133,-0.0331301991808728
cg08258650,-0.0314203384848985
cg08260891,-0.0355458810118075
cg08422599,-0.0300877974250852
cg08519905,-0.0348431818573101
cg08536841,-0.0398105890317671
cg08555612,-0.0312479791759401
cg09009111,-0.0353969935617482
cg09082287,-0.0307272452362884
cg09158314,-0.0306040633704867
cg09243021,-0.0358353719323869
cg09328024,-0.0345273518545973
cg09495977,-0.0316305233811707
cg09649610,-0.0329344540184483
cg09656934,-0.0316648554637996
cg09816471,-0.0372601275555266
cg09963123,-0.0334228658879975
cg10305797,-0.0474614760658378
cg10334928,0.0390175021280629
cg10774440,0.0318829466802745
cg10954182,-0.0338408340229942
cg10983208,-0.040262407510409
cg11203041,-0.0371355613990937
cg11435943,0.0374108826399862
cg11928198,0.0353462026048044
cg12265829,-0.0362480424943143
cg12317456,-0.0398965722023427
cg12360736,-0.0336851342110394
cg12406559,-0.0306269312030077
cg12499211,-0.0332472281633166
cg12640109,-0.0393461756739355
cg12717594,-0.0376957178379196
cg12902039,-0.0351298466593392
cg13042487,-0.0310919651813709
cg13351583,-0.0345797021704066
cg13643585,-0.032109785956334
cg13755070,-0.0317167502250994
cg13991233,-0.0349708987643457
cg13997435,-0.0338527908827901
cg14023451,0.0367038128714769
cg14324838,-0.0444276231893026
cg14370448,-0.0327701304277556
cg14380517,-0.0326140149748046
cg14385738,-0.0407350533633172
cg14407437,-0.0323498341044953
cg14409958,-0.0310336805674162
cg14451276,-0.0317111900266798
cg14652095,-0.0455506411827357
cg14911395,-0.0424535461865933
cg14982472,-0.040500053010097
cg15037004,0.0391868416447449
cg15043057,-0.0347281006733009
cg15046693,-0.0477069103758215
cg15195412,-0.0321957996439927
cg15236866,-0.0304255174601538
cg15457899,-0.0309102467760113
cg15583072,0.0392114299870941
cg15746719,-0.034849835865778
cg16302441,-0.0305987286347247
cg16615211,-0.0308225395817241
cg16632715,-0.0387010358246544
cg16761581,-0.0337702602541378
cg16983159,-0.0357582649379588
cg16984944,-0.0331476410354279
cg17095936,0.0416305121896343
cg17169998,-0.030174668960054
cg17199658,-0.0337933863853223
cg17347389,-0.0318262530222569
cg17410236,-0.03444990050748
cg17412560,0.0320164674176493
cg17568996,-0.0445196229075682
cg17582777,0.0321623043977981
cg17950095,-0.0428954210915468
cg18055007,-0.0360815304584297
cg18085435,0.0328511359330932
cg18108623,-0.0387522370012769
cg18671950,-0.0354057652966107
cg18752854,0.0341318975828194
cg18886444,-0.0382556493901146
cg19042062,-0.0329297421818439
cg19063972,-0.0316934665874979
cg19067730,-0.0360808184683303
cg19246110,0.0324703499347919
cg19280968,-0.0335752243879757
cg19283196,-0.0332458130244387
cg19355190,-0.0316572710873656
cg19456540,-0.0341739187492562
cg19589427,0.0370529529236771
cg19591881,-0.0372055743922391
cg19614321,-0.03630413428613
cg19630689,-0.0453062136676954
cg19734228,-0.0313280105520557
cg19848683,-0.0308664219989183
cg19904463,-0.032718612405033
cg19917856,-0.0317741431654949
cg20092728,0.0315563032922315
cg20134151,-0.0350569017238742
cg20217872,-0.0323577255207617
cg20289949,-0.0333198729127211
cg20291049,-0.0313002938305455
cg20340242,-0.0311217076098292
cg20395892,-0.0321722357486524
cg20579480,0.0307056453022817
cg20622019,-0.0346211425520905
cg20624391,-0.0322820521647361
cg20938359,-0.0316239208674676
cg20955688,-0.0475291363923167
cg21096399,-0.0354038617759553
cg21137417,0.0349175436308008
cg21229055,-0.0430046318560905
cg21306775,-0.0353781669286071
cg21468416,-0.0332016284277867
cg21475402,-0.0392250017570775
cg21488617,0.0412478171772289
cg21554552,-0.032942524072216
cg21909391,0.0331771199075752
cg22054191,-0.0348180912847814
cg22165175,-0.0381381846204396
cg22179082,-0.0322115316888161
cg22385764,-0.0328836838939177
cg22660578,-0.0309480679921408
cg22681784,-0.0426927301999363
cg22775000,-0.040386479216057
cg22815110,-0.0324476966143038
cg22881914,-0.0338753976365537
cg22920417,-0.0405530085417478
cg23037403,-0.0377323736578903
cg23092823,-0.036203827737755
cg23178308,0.0416517789493664
cg23303408,-0.0312524195662458
cg23363832,-0.0320430131870787
cg23391785,-0.042825321908587
cg23502772,-0.0345883349060092
cg23684521,-0.0340538373167844
cg23710218,-0.0300067961579425
cg23843505,-0.0338714888281039
cg23855989,-0.0317000537112252
cg23968383,-0.0390886404038695
cg24480859,-0.0365861785291493
cg24495017,-0.0340263878513172
cg24512973,0.0403993257926011
cg24516901,-0.042524393207141
cg24549507,-0.0346840083716985
cg24573501,-0.0337979421821576
cg24715245,-0.0342783473559119
cg24754277,-0.036572475970098
cg24816455,-0.0363833867851555
cg24928687,0.0353199012338938
cg25152942,-0.0405850642206476
cg25167447,0.0344103352991926
cg25300386,-0.0347935357735326
cg25462303,-0.0302509073985611
cg25511429,-0.0358403991788112
cg25511807,-0.0391485798495831
cg25533774,-0.0331712123000629
cg25549459,-0.0327167051986218
cg25683185,-0.0374285958817337
cg25720804,-0.0348030776355636
cg25724441,-0.0309370074704862
cg25725843,-0.0330693259908595
cg25942450,-0.0395148269111504
cg25995212,0.0301871720764622
cg26018901,-0.0395676622606654
cg26043257,-0.0349634139544451
cg26160573,0.0319728058825211
cg26185508,-0.0353736016210658
cg26189983,-0.0352378376074555
cg26363196,-0.0318772058155816
cg26453670,-0.0311852965112399
cg26530341,-0.0408549922673574
cg26620356,-0.0416569751281362
cg26624134,-0.0353898247994217
cg26668713,-0.0302140405445317
cg26789453,-0.0378341498333111
cg26799474,-0.0341020525842171
cg26896762,-0.031189496474218
cg27159719,-0.0451054873121914
cg27196745,-0.0303818787858396
cg27652350,-0.0403369850207719
