"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
-1.36796712028898,1.00724388902937,0.112805575288449,1.28040689367522,0.175831311171732,0.870864351817547,-0.284454774271282,0.512163011556804,0.413330780995043,0.113157714458918,-0.130036349895856,-3.06036641465277,-0.385542912529973,0.858189697910451,-0.0684019483203781,-0.197373506064913,0.479450493103153,0.0808269823694358,-0.768163336192177,-2.56483068652628
-0.57945459461246,0.180187404376672,-1.02917388385821,0.945043428758158,-0.69774023580486,0.896814821355997,0.720609857364479,-0.053818408516151,0.278235993757074,1.86136593681617,0.553960419688981,1.90550125214723,1.19079664905056,-0.0869501721230555,1.60232749150983,-2.17619785599449,-1.12923777804263,-1.63346270675384,-0.879552385411669,0.13274023583771
0.152300628182802,-1.12131561546861,-1.37848321022444,-0.5369442831227,1.40010973198281,-1.22245912873199,-2.03196597012254,-0.499747517433315,0.0123243014156338,-1.67222868188429,-1.10683757101599,0.653275491507833,-0.574939519572479,0.890665682279343,1.04051251706393,0.687861115762274,-0.637773424738483,-0.369764068501012,-0.580239259751069,1.11091063142065
-1.30405012480753,0.884745512787598,-1.0200984403965,-0.558389493225028,-0.451947229641499,-1.08301777429488,1.45186913610114,-0.0328849903211314,-0.363142491605785,-1.26237450306544,-1.10525076745686,-1.02424594457461,-0.174091386155456,0.607463186371789,0.190599775591376,-1.00496695844103,-1.22270069855769,-0.630665620560754,-1.0029258288907,0.0275737495063917
2.39513894469987,-1.67056180831907,-0.412682199224213,-0.750459595873333,0.935893745306308,0.789764190833678,1.47497939782232,-0.584698438126325,0.270990947746431,-0.000943383580417029,1.99564861574224,-1.06400580108345,1.43789985640896,1.08601464962904,1.10200994474935,-2.26068222446124,-0.0547222185628555,0.655863098060563,0.473796572927541,0.427988543970852
-1.16891469876415,0.447566249675126,-0.453520392880255,1.17166791529962,-0.581416038055675,-2.29205006824528,-0.0650758301377869,-1.14094881743219,1.06648117908456,-0.953642481465371,-0.497897876386779,-1.95944846780166,-0.0775620978495108,1.15595909764624,0.952947370055012,0.0764929959884003,-1.07033728740123,-0.672837307693477,0.726563773359349,0.787433364751482
0.385086889822141,0.400869659552291,-1.03921721203748,0.188290896713705,-0.505742068857142,-0.974762258604859,0.588631498085494,0.740286148852746,-0.364113181668505,-0.526639979296042,-0.715898135636484,-0.582988537896543,2.20366067719064,0.0279230717807693,0.455376046020212,-0.684430711839211,0.195189875445116,-0.701971814454505,0.00770792713950693,-1.41379422305781
0.939713618376182,-1.13578545706475,0.0191556696780002,0.708148431423622,0.439525258770589,0.621197928991364,0.03692003404466,-0.661573797226593,-1.62602273827294,0.0801085044384716,1.77337586444525,-0.335555888472539,-0.760282090139229,0.319431373298608,-1.9106122760829,1.11967137317231,0.595712334718003,1.0689728591273,1.37475302102894,0.999383662886501
-1.62549697267006,-0.0454786775224716,-1.65718420432393,0.755892947806048,-1.20158455130784,2.13326342459598,0.713442583528509,-0.3835864956329,-1.40021216203176,1.95505377115362,1.08376469663056,-2.14730343428257,-0.347797463409616,-0.130621982391039,0.180877595900039,0.0773302333962626,1.54439776066794,-0.392317937419103,-2.1756713734772,-1.39784015395674
3.35484179176923,-1.72704916823687,-0.456904893689581,-1.1083053296276,-1.81742897450027,-0.674529038328057,0.840025670368294,0.896035980699337,0.918141227934697,-0.145130776426795,0.313624191695207,-0.617455426329941,-1.65197979428491,-0.855710370735482,2.05063171070103,0.727755439852146,-1.05053268741293,0.300789293557775,0.205913083092063,-1.65797878427937
