,GTX,GTY,GTZ,XL,YL,ZL,XH,YH,ZH
0,2.1642095543348874,8.707716219286297,0.8290368557462724,1.5125411459827511,-6.424304439593986,-0.5817860549000453,-1.5363058736022261,6.04245309172107,0.5840586005167329
1,-1.899371220393718,0.14966269449334835,-0.9465031784941972,-1.301614608601028,-0.07956275959004033,0.6700887965619529,-0.39280472473204686,1.1834534520774282,0.35334432421759054
2,-2.468570902246068,0.08470582544943231,-0.6233516625006774,-1.7500300059709537,-0.055488874335606224,0.43972759396548555,0.4308810850392406,0.369363423228621,-0.4046491592928239
3,-1.0320136093164924,0.3562888113059682,-0.8583338944993182,-0.7256007206201847,-0.24981853221393835,0.60532485610885,-0.23555652255076642,0.9959760199506938,0.2348431642781934
4,-0.2643233538291694,0.7677252526164033,-0.2612561820965548,-0.16031534221100696,-0.5541303438625357,0.1842613191608566,1.2100684633665488,0.13757573033849357,-0.7004121276348818
5,0.535391635913808,1.7081170712670288,0.510177912411455,0.33698239566598254,-1.228589385087427,-0.3616939863393374,-0.2482518500244703,0.9777911452100123,0.24393661112314033
6,-0.722975259428565,0.4853061939925348,-0.661618567265423,-0.5301083077224019,-0.34807406244943756,0.46377381135514684,0.8098830393909178,0.24530009679093923,-0.6329370110726336
7,-1.0518658914410686,0.34928541204451874,-0.8683501286262771,-0.7188396360081869,-0.23104532886720194,0.6168946766131509,1.8787063152762995,0.05975137292904764,-0.33291781643953744
8,1.431499603124681,4.184970283187376,0.9903138886948455,1.0432626894101362,-3.081390471705207,-0.6995738771748536,-1.5562213155411164,6.2516215976408365,0.5626427770416573
9,-1.7289452046715028,0.17747150739472733,-0.98752050922188,-1.235471470527371,-0.15161566479337396,0.7020575338990204,1.520265139599314,0.07123714498040595,-0.5981605725515824
10,-0.6085610155183699,0.5441333053650038,-0.5716874066180047,-0.4285778587339269,-0.4193718829518994,0.4070884219366743,-1.0226970212813657,2.960998529684293,0.6905515786228944
11,-1.3019267761921633,0.2720071908214112,-0.964071806884525,-0.9126078852826914,-0.24126798520510695,0.6813519838273311,0.8076713883597579,0.175034367376536,-0.6402708857130894
12,-1.0347088398810267,0.35532982373876426,-0.8597136752367642,-0.7284413376630039,-0.23286037367530202,0.6143033520213257,2.0169533795500865,0.03016284896463539,-0.19991992464976843
